date,interviewer,interviewee_position,research_q,q_field,interview_turn,data,speaker,Code,LTP,Activity,Value_activity,Bias_activity,Q8_aware,Evidence,Value_evid,Constraining_factors,Enabling_factors,Outcomes,NGO_network,Gvt_network,Code_notes
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,263,We argued ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,264,So they ha,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,265,There are ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,266,Thank you ,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,267,Thank you ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,268,I really a,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,269,Thank you ,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,270,Good night,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,271,You know I,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,272,Thankyou.,respondent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,273,You are we,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12_april_2024,Mwamba,Early learning care specialist.,How do government stakeholders perceive the effectiveness of PoP ECCE and LtP advocacy approaches and why?,13. Is there anything else you would like to share with me?,274,Bye.,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
